Observation ,Animal   ,Environment ,HasShell ,BearsYoungAs ,Class   ,WarmBlooded ,BodyCovering ,Probability
        286 ,Penguin  ,Air         ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        287 ,Penguin  ,Air         ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        288 ,Penguin  ,Air         ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        289 ,Penguin  ,Land        ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        290 ,Penguin  ,Land        ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        291 ,Penguin  ,Land        ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        292 ,Penguin  ,Land        ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        293 ,Penguin  ,Land        ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        294 ,Penguin  ,Land        ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        295 ,Penguin  ,Land        ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        296 ,Penguin  ,Land        ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        297 ,Penguin  ,Land        ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        298 ,Penguin  ,Land        ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        299 ,Penguin  ,Land        ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        300 ,Penguin  ,Land        ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        301 ,Penguin  ,Land        ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        302 ,Penguin  ,Land        ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        303 ,Penguin  ,Land        ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        304 ,Penguin  ,Land        ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        305 ,Penguin  ,Land        ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        306 ,Penguin  ,Land        ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        307 ,Penguin  ,Land        ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        308 ,Penguin  ,Land        ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        309 ,Penguin  ,Land        ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        310 ,Penguin  ,Land        ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        311 ,Penguin  ,Land        ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        312 ,Penguin  ,Land        ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        313 ,Penguin  ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        314 ,Penguin  ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        315 ,Penguin  ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        316 ,Penguin  ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        317 ,Penguin  ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        318 ,Penguin  ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        319 ,Penguin  ,Land        ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        320 ,Penguin  ,Land        ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        321 ,Penguin  ,Land        ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        322 ,Penguin  ,Land        ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        323 ,Penguin  ,Land        ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        324 ,Penguin  ,Land        ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        325 ,Penguin  ,Land        ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        326 ,Penguin  ,Land        ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        327 ,Penguin  ,Land        ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        328 ,Penguin  ,Land        ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        329 ,Penguin  ,Land        ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        330 ,Penguin  ,Land        ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        331 ,Penguin  ,Land        ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        332 ,Penguin  ,Land        ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        333 ,Penguin  ,Land        ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        334 ,Penguin  ,Land        ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        335 ,Penguin  ,Land        ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        336 ,Penguin  ,Land        ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        337 ,Penguin  ,Land        ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        338 ,Penguin  ,Land        ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        339 ,Penguin  ,Land        ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        340 ,Penguin  ,Land        ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        341 ,Penguin  ,Land        ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        342 ,Penguin  ,Land        ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        343 ,Penguin  ,Land        ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        344 ,Penguin  ,Land        ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.1
        345 ,Penguin  ,Land        ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        346 ,Penguin  ,Land        ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        347 ,Penguin  ,Land        ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        348 ,Penguin  ,Land        ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        349 ,Penguin  ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        350 ,Penguin  ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        351 ,Penguin  ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        352 ,Penguin  ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        353 ,Penguin  ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        354 ,Penguin  ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        355 ,Penguin  ,Land        ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        356 ,Penguin  ,Land        ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        357 ,Penguin  ,Land        ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        358 ,Penguin  ,Land        ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        359 ,Penguin  ,Land        ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        360 ,Penguin  ,Land        ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        361 ,Penguin  ,Water       ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        362 ,Penguin  ,Water       ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        363 ,Penguin  ,Water       ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        364 ,Penguin  ,Water       ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        365 ,Penguin  ,Water       ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        366 ,Penguin  ,Water       ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        367 ,Penguin  ,Water       ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        368 ,Penguin  ,Water       ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        369 ,Penguin  ,Water       ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        370 ,Penguin  ,Water       ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        371 ,Penguin  ,Water       ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        372 ,Penguin  ,Water       ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        373 ,Penguin  ,Water       ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        374 ,Penguin  ,Water       ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        375 ,Penguin  ,Water       ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        376 ,Penguin  ,Water       ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        377 ,Penguin  ,Water       ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        378 ,Penguin  ,Water       ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        379 ,Penguin  ,Water       ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        380 ,Penguin  ,Water       ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        381 ,Penguin  ,Water       ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        382 ,Penguin  ,Water       ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        383 ,Penguin  ,Water       ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        384 ,Penguin  ,Water       ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        385 ,Penguin  ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        386 ,Penguin  ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        387 ,Penguin  ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        388 ,Penguin  ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        389 ,Penguin  ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        390 ,Penguin  ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        391 ,Penguin  ,Water       ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        392 ,Penguin  ,Water       ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        393 ,Penguin  ,Water       ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        394 ,Penguin  ,Water       ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        395 ,Penguin  ,Water       ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        396 ,Penguin  ,Water       ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        397 ,Penguin  ,Water       ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        398 ,Penguin  ,Water       ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        399 ,Penguin  ,Water       ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        400 ,Penguin  ,Water       ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        401 ,Penguin  ,Water       ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        402 ,Penguin  ,Water       ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        403 ,Penguin  ,Water       ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        404 ,Penguin  ,Water       ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        405 ,Penguin  ,Water       ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        406 ,Penguin  ,Water       ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        407 ,Penguin  ,Water       ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        408 ,Penguin  ,Water       ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        409 ,Penguin  ,Water       ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        410 ,Penguin  ,Water       ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        411 ,Penguin  ,Water       ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        412 ,Penguin  ,Water       ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        413 ,Penguin  ,Water       ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        414 ,Penguin  ,Water       ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        415 ,Penguin  ,Water       ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        416 ,Penguin  ,Water       ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.1
        417 ,Penguin  ,Water       ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        418 ,Penguin  ,Water       ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        419 ,Penguin  ,Water       ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        420 ,Penguin  ,Water       ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        421 ,Penguin  ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        422 ,Penguin  ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        423 ,Penguin  ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        424 ,Penguin  ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        425 ,Penguin  ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        426 ,Penguin  ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        427 ,Penguin  ,Water       ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        428 ,Penguin  ,Water       ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        429 ,Penguin  ,Water       ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        430 ,Penguin  ,Water       ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        431 ,Penguin  ,Water       ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        432 ,Penguin  ,Water       ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        433 ,Platypus ,Air         ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        434 ,Platypus ,Air         ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        435 ,Platypus ,Air         ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        436 ,Platypus ,Air         ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        437 ,Platypus ,Air         ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        438 ,Platypus ,Air         ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        439 ,Platypus ,Air         ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        440 ,Platypus ,Air         ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        441 ,Platypus ,Air         ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        442 ,Platypus ,Air         ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        443 ,Platypus ,Air         ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        444 ,Platypus ,Air         ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        445 ,Platypus ,Air         ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        446 ,Platypus ,Air         ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        447 ,Platypus ,Air         ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        448 ,Platypus ,Air         ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        449 ,Platypus ,Air         ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        450 ,Platypus ,Air         ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        451 ,Platypus ,Air         ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        452 ,Platypus ,Air         ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        453 ,Platypus ,Air         ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        454 ,Platypus ,Air         ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        455 ,Platypus ,Air         ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        456 ,Platypus ,Air         ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        457 ,Platypus ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        458 ,Platypus ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        459 ,Platypus ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        460 ,Platypus ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        461 ,Platypus ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        462 ,Platypus ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        463 ,Platypus ,Air         ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        464 ,Platypus ,Air         ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        465 ,Platypus ,Air         ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        466 ,Platypus ,Air         ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        467 ,Platypus ,Air         ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        468 ,Platypus ,Air         ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        469 ,Platypus ,Air         ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        470 ,Platypus ,Air         ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        471 ,Platypus ,Air         ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        472 ,Platypus ,Air         ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        473 ,Platypus ,Air         ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        474 ,Platypus ,Air         ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        475 ,Platypus ,Air         ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        476 ,Platypus ,Air         ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        477 ,Platypus ,Air         ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        478 ,Platypus ,Air         ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        479 ,Platypus ,Air         ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        480 ,Platypus ,Air         ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        481 ,Platypus ,Air         ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        482 ,Platypus ,Air         ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        483 ,Platypus ,Air         ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        484 ,Platypus ,Air         ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        485 ,Platypus ,Air         ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        486 ,Platypus ,Air         ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        487 ,Platypus ,Air         ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        488 ,Platypus ,Air         ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        489 ,Platypus ,Air         ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        490 ,Platypus ,Air         ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        491 ,Platypus ,Air         ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        492 ,Platypus ,Air         ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        493 ,Platypus ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        494 ,Platypus ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        495 ,Platypus ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        496 ,Platypus ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        497 ,Platypus ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        498 ,Platypus ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        499 ,Platypus ,Air         ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        500 ,Platypus ,Air         ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        501 ,Platypus ,Air         ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        502 ,Platypus ,Air         ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        503 ,Platypus ,Air         ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        504 ,Platypus ,Air         ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        505 ,Platypus ,Land        ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        506 ,Platypus ,Land        ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        507 ,Platypus ,Land        ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        508 ,Platypus ,Land        ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        509 ,Platypus ,Land        ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        510 ,Platypus ,Land        ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        511 ,Platypus ,Land        ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        512 ,Platypus ,Land        ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        513 ,Platypus ,Land        ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        514 ,Platypus ,Land        ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        515 ,Platypus ,Land        ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        516 ,Platypus ,Land        ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        517 ,Platypus ,Land        ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        518 ,Platypus ,Land        ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        519 ,Platypus ,Land        ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        520 ,Platypus ,Land        ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        521 ,Platypus ,Land        ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        522 ,Platypus ,Land        ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        523 ,Platypus ,Land        ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        524 ,Platypus ,Land        ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        525 ,Platypus ,Land        ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        526 ,Platypus ,Land        ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        527 ,Platypus ,Land        ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        528 ,Platypus ,Land        ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        529 ,Platypus ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        530 ,Platypus ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        531 ,Platypus ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        532 ,Platypus ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        533 ,Platypus ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        534 ,Platypus ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        535 ,Platypus ,Land        ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        536 ,Platypus ,Land        ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        537 ,Platypus ,Land        ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        538 ,Platypus ,Land        ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        539 ,Platypus ,Land        ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        540 ,Platypus ,Land        ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        541 ,Platypus ,Land        ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        542 ,Platypus ,Land        ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        543 ,Platypus ,Land        ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        544 ,Platypus ,Land        ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        545 ,Platypus ,Land        ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        546 ,Platypus ,Land        ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        547 ,Platypus ,Land        ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        548 ,Platypus ,Land        ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        549 ,Platypus ,Land        ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        550 ,Platypus ,Land        ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        551 ,Platypus ,Land        ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        552 ,Platypus ,Land        ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        553 ,Platypus ,Land        ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        554 ,Platypus ,Land        ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        555 ,Platypus ,Land        ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        556 ,Platypus ,Land        ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        557 ,Platypus ,Land        ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        558 ,Platypus ,Land        ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        559 ,Platypus ,Land        ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        560 ,Platypus ,Land        ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        561 ,Platypus ,Land        ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        562 ,Platypus ,Land        ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        563 ,Platypus ,Land        ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        564 ,Platypus ,Land        ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        565 ,Platypus ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        566 ,Platypus ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        567 ,Platypus ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        568 ,Platypus ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        569 ,Platypus ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        570 ,Platypus ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        571 ,Platypus ,Land        ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        572 ,Platypus ,Land        ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        573 ,Platypus ,Land        ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        574 ,Platypus ,Land        ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
